17.4,Peshawar Zalmi,Shahid Afridi,Haris Sohail,SR Watson,0,1,4,Dubai International Cricket Stadium,167,Islamabad United,190
17.5,Peshawar Zalmi,Shahid Afridi,Haris Sohail,SR Watson,0,0,5,Dubai International Cricket Stadium,167,Islamabad United,190
17.6,Peshawar Zalmi,Haris Sohail,Iftikhar Ahmed,SR Watson,0,0,6,Dubai International Cricket Stadium,167,Islamabad United,190
17.7,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,SR Watson,1,0,6,Dubai International Cricket Stadium,168,Islamabad United,190
18.1,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,0,0,6,Dubai International Cricket Stadium,168,Islamabad United,190
18.2,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,0,0,6,Dubai International Cricket Stadium,168,Islamabad United,190
18.3,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,0,0,6,Dubai International Cricket Stadium,168,Islamabad United,190
18.4,Peshawar Zalmi,CJ Jordan,Iftikhar Ahmed,Mohammad Sami,1,0,6,Dubai International Cricket Stadium,169,Islamabad United,190
18.5,Peshawar Zalmi,Iftikhar Ahmed,CJ Jordan,Mohammad Sami,0,0,7,Dubai International Cricket Stadium,169,Islamabad United,190
18.6,Peshawar Zalmi,CJ Jordan,Hasan Ali,Mohammad Sami,1,0,7,Dubai International Cricket Stadium,170,Islamabad United,190
19.1,Peshawar Zalmi,CJ Jordan,Hasan Ali,SR Watson,4,0,7,Dubai International Cricket Stadium,174,Islamabad United,190
19.2,Peshawar Zalmi,CJ Jordan,Hasan Ali,SR Watson,1,0,7,Dubai International Cricket Stadium,175,Islamabad United,190
19.3,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0,1,7,Dubai International Cricket Stadium,176,Islamabad United,190
19.4,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,4,0,7,Dubai International Cricket Stadium,180,Islamabad United,190
19.5,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0,1,7,Dubai International Cricket Stadium,181,Islamabad United,190
19.6,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0,1,7,Dubai International Cricket Stadium,182,Islamabad United,190
19.7,Peshawar Zalmi,Hasan Ali,CJ Jordan,SR Watson,0,0,8,Dubai International Cricket Stadium,182,Islamabad United,190
19.8,Peshawar Zalmi,CJ Jordan,Junaid Khan,SR Watson,6,0,8,Dubai International Cricket Stadium,188,Islamabad United,190
19.9,Peshawar Zalmi,CJ Jordan,Junaid Khan,SR Watson,2,0,8,Dubai International Cricket Stadium,190,Islamabad United,190
0.1,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Sohail Tanvir,0,0,0,Dubai International Cricket Stadium,0,Multan Sultans,151
0.2,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Sohail Tanvir,0,0,0,Dubai International Cricket Stadium,0,Multan Sultans,151
0.3,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Sohail Tanvir,1,0,0,Dubai International Cricket Stadium,1,Multan Sultans,151
0.4,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Sohail Tanvir,0,0,0,Dubai International Cricket Stadium,1,Multan Sultans,151
0.5,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Sohail Tanvir,0,0,0,Dubai International Cricket Stadium,1,Multan Sultans,151
0.6,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Sohail Tanvir,0,0,0,Dubai International Cricket Stadium,1,Multan Sultans,151
1.1,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0,0,0,Dubai International Cricket Stadium,1,Multan Sultans,151
1.2,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0,1,0,Dubai International Cricket Stadium,2,Multan Sultans,151
1.3,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0,0,0,Dubai International Cricket Stadium,2,Multan Sultans,151
1.4,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0,0,0,Dubai International Cricket Stadium,2,Multan Sultans,151
1.5,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0,1,0,Dubai International Cricket Stadium,3,Multan Sultans,151
1.6,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,1,0,0,Dubai International Cricket Stadium,4,Multan Sultans,151
1.7,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Mohammad Irfan,0,0,1,Dubai International Cricket Stadium,4,Multan Sultans,151
1.8,Peshawar Zalmi,DR Smith,Tamim Iqbal,Mohammad Irfan,0,0,1,Dubai International Cricket Stadium,4,Multan Sultans,151
2.1,Peshawar Zalmi,Tamim Iqbal,DR Smith,Sohail Tanvir,1,0,1,Dubai International Cricket Stadium,5,Multan Sultans,151
2.2,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0,0,1,Dubai International Cricket Stadium,5,Multan Sultans,151
2.3,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,4,0,1,Dubai International Cricket Stadium,9,Multan Sultans,151
2.4,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0,0,1,Dubai International Cricket Stadium,9,Multan Sultans,151
2.5,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0,1,1,Dubai International Cricket Stadium,10,Multan Sultans,151
2.6,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0,4,1,Dubai International Cricket Stadium,14,Multan Sultans,151
2.7,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0,0,1,Dubai International Cricket Stadium,14,Multan Sultans,151
3.1,Peshawar Zalmi,Tamim Iqbal,DR Smith,Mohammad Irfan,4,0,1,Dubai International Cricket Stadium,18,Multan Sultans,151
3.2,Peshawar Zalmi,Tamim Iqbal,DR Smith,Mohammad Irfan,4,0,1,Dubai International Cricket Stadium,22,Multan Sultans,151
3.3,Peshawar Zalmi,Tamim Iqbal,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,22,Multan Sultans,151
3.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,22,Multan Sultans,151
3.5,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,22,Multan Sultans,151
3.6,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,22,Multan Sultans,151
4.1,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,4,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
4.2,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
4.3,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
4.4,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
4.5,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
4.6,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
5.1,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,26,Multan Sultans,151
5.2,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,2,0,2,Dubai International Cricket Stadium,28,Multan Sultans,151
5.3,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0,0,2,Dubai International Cricket Stadium,28,Multan Sultans,151
